symbol	kind	family	reference_source	audit_status	platform_partition	disposition	portable_equivalent	rationale
F8084_DOS_CloseFile	F	DOS	DM.C:581	MISSING	DOS	MISSING	-	File or console behavior is source-named but has no verified Firestaff contract for handle, error, media, or path semantics.
R0138_CPSEF_HiddenCodeLauncher	R	CPSEF	ATARIST.H:248	MISSING	exception-R/E/S	NON_APPLICABLE	-	Original exception/vector or assembly-stub entry; host scheduling and signal behavior cannot be substituted without an exact trace-backed contract.
R138_lzzz_	R	Atari ST / PRIM ABI alias	ATARIST.H:248	MISSING	exception-R/E/S	NON_APPLICABLE	-	Original exception/vector or assembly-stub entry; host scheduling and signal behavior cannot be substituted without an exact trace-backed contract.
S0016_MAIN_DrawMousePointerHiddenScreenAreaIfNecessary_CPSDF	S	MAIN	BASE.C:772	MISSING	exception-R/E/S	NON_APPLICABLE	-	Original exception/vector or assembly-stub entry; host scheduling and signal behavior cannot be substituted without an exact trace-backed contract.
S0059_TOS_SetException257Vector_CriticalError	S	TOS	ATARIST.H:249	MISSING	exception-R/E/S	NON_APPLICABLE	-	Original exception/vector or assembly-stub entry; host scheduling and signal behavior cannot be substituted without an exact trace-backed contract.
S059_aaac_	S	Atari ST / PRIM ABI alias	ATARIST.H:249	MISSING	exception-R/E/S	NON_APPLICABLE	-	Original exception/vector or assembly-stub entry; host scheduling and signal behavior cannot be substituted without an exact trace-backed contract.
S0072_MOUSE_DrawPointerHiddenScreenArea	S	MOUSE	BASE.C:828	MISSING	exception-R/E/S	NON_APPLICABLE	-	Original exception/vector or assembly-stub entry; host scheduling and signal behavior cannot be substituted without an exact trace-backed contract.
S0542_INPUT_DeviceInterruptStub	S	INPUT	AMIGA.H:343	MISSING	exception-R/E/S	NON_APPLICABLE	-	Original exception/vector or assembly-stub entry; host scheduling and signal behavior cannot be substituted without an exact trace-backed contract.
S0570_COPYPROA_IntHandlerStub_CPSX	S	COPYPROA	AMIGA.H:376	MISSING	exception-R/E/S	NON_APPLICABLE	-	Original exception/vector or assembly-stub entry; host scheduling and signal behavior cannot be substituted without an exact trace-backed contract.
S0574_COPYPROB_DiskChangeStub_CPSX	S	COPYPROB	AMIGA.H:380	MISSING	exception-R/E/S	NON_APPLICABLE	-	Original exception/vector or assembly-stub entry; host scheduling and signal behavior cannot be substituted without an exact trace-backed contract.
S0578_VerticalBlank_HandlerStub	S	VerticalBlank	AMIGA.H:389	MISSING	exception-R/E/S	NON_APPLICABLE	-	Original exception/vector or assembly-stub entry; host scheduling and signal behavior cannot be substituted without an exact trace-backed contract.
